지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
95,2022-01-02 05:33,-2.5,0,233.9,2.8,1005.3,1025.1,73.5,0,0
95,2022-01-02 05:34,-2.4,0,241.1,2.5,1005.3,1025.1,73.8,0,0
95,2022-01-02 05:35,-2.4,0,249.4,2,1005.3,1025.1,73.9,0,0
95,2022-01-02 05:36,-2.4,0,262,1.3,1005.4,1025.2,74.1,0,0
95,2022-01-02 05:37,-2.4,0,262.9,2.2,1005.4,1025.2,74.6,0,0
95,2022-01-02 05:38,-2.4,0,271.8,2.1,1005.4,1025.2,74.5,0,0
95,2022-01-02 05:39,-2.3,0,272.7,1.9,1005.4,1025.2,74.5,0,0
95,2022-01-02 05:40,-2.3,0,287.2,1.7,1005.4,1025.2,74.6,0,0
95,2022-01-02 05:41,-2.3,0,287.5,1.9,1005.4,1025.2,74.6,0,0
95,2022-01-02 05:42,-2.3,0,271.4,2,1005.4,1025.2,74.6,0,0
95,2022-01-02 05:43,-2.4,0,266.2,1.9,1005.4,1025.2,74.6,0,0
95,2022-01-02 05:44,-2.4,0,275.2,1.8,1005.4,1025.2,74.6,0,0
95,2022-01-02 05:45,-2.4,0,261.1,2,1005.4,1025.2,74.8,0,0
95,2022-01-02 05:46,-2.5,0,260.3,2,1005.4,1025.2,75,0,0
95,2022-01-02 05:47,-2.5,0,284.5,1.8,1005.4,1025.2,74.9,0,0
95,2022-01-02 05:48,-2.5,0,263,1.8,1005.4,1025.2,75,0,0
95,2022-01-02 05:49,-2.5,0,265.3,1.6,1005.4,1025.2,75.2,0,0
95,2022-01-02 05:50,-2.6,0,262,1,1005.4,1025.2,75.4,0,0
95,2022-01-02 05:51,-2.6,0,274.7,1,1005.4,1025.2,75.7,0,0
95,2022-01-02 05:52,-2.6,0,257.1,1.1,1005.4,1025.2,76,0,0
95,2022-01-02 05:53,-2.6,0,271.5,1.2,1005.5,1025.3,76.3,0,0
95,2022-01-02 05:54,-2.6,0,281.7,2.3,1005.5,1025.3,76.3,0,0
95,2022-01-02 05:55,-2.6,0,298.7,1.6,1005.5,1025.3,76,0,0
95,2022-01-02 05:56,-2.6,0,291.4,2.5,1005.6,1025.4,76,0,0
95,2022-01-02 05:57,-2.6,0,295.3,1.6,1005.6,1025.4,75.9,0,0
95,2022-01-02 05:58,-2.5,0,294.1,2.4,1005.6,1025.4,76.1,0,0
95,2022-01-02 05:59,-2.5,0,281.5,2.1,1005.6,1025.4,76.4,0,0
95,2022-01-02 06:00,-2.5,0,291,2,1005.7,1025.5,76.6,0,0
95,2022-01-02 06:01,-2.5,0,287.3,2.4,1005.7,1025.5,76.8,0,0
95,2022-01-02 06:02,-2.5,0,281.2,1.4,1005.8,1025.6,77,0,0
95,2022-01-02 06:03,-2.5,0,277.2,2.3,1005.8,1025.6,77.2,0,0
95,2022-01-02 06:04,-2.5,0,243.9,1.7,1005.8,1025.6,76.9,0,0
95,2022-01-02 06:05,-2.4,0,259.8,1.3,1005.8,1025.6,76.9,0,0
95,2022-01-02 06:06,-2.5,0,265.5,1.2,1005.8,1025.6,77.5,0,0
95,2022-01-02 06:07,-2.5,0,275.1,2,1005.8,1025.6,78.5,0,0
95,2022-01-02 06:08,-2.5,0,277.8,2.1,1005.9,1025.7,78.9,0,0
95,2022-01-02 06:09,-2.6,0,276.3,1.6,1005.9,1025.8,79.4,0,0
95,2022-01-02 06:10,-2.6,0,285.4,1.6,1005.9,1025.8,80.2,0,0
95,2022-01-02 06:11,-2.7,0,275.7,2.2,1006,1025.9,81,0,0
95,2022-01-02 06:12,-2.7,0,283.7,1.9,1006,1025.9,80.9,0,0
95,2022-01-02 06:13,-2.7,0,279.9,1.8,1006,1025.9,81,0,0
95,2022-01-02 06:14,-2.7,0,288.5,2.2,1006.1,1026,81.3,0,0
95,2022-01-02 06:15,-2.7,0,281.7,2.1,1006.1,1026,81.4,0,0
95,2022-01-02 06:16,-2.7,0,269.7,2.5,1006.2,1026.1,81.7,0,0
95,2022-01-02 06:17,-2.7,0,281.4,2.9,1006.2,1026.1,82.7,0,0
95,2022-01-02 06:18,-2.9,0,294.7,2.6,1006.2,1026.1,84.2,0,0
95,2022-01-02 06:19,-3,0,299.2,1.8,1006.2,1026.1,85.3,0,0
95,2022-01-02 06:20,-3.2,0,289.9,2,1006.2,1026.1,86.5,0,0
95,2022-01-02 06:21,-3.4,0,290.2,1.9,1006.2,1026.1,87.8,0,0
95,2022-01-02 06:22,-3.6,.1,310.9,2,1006.2,1026.1,89.6,0,0
95,2022-01-02 06:23,-3.7,.1,287.7,1.3,1006.3,1026.2,91.8,0,0
95,2022-01-02 06:24,-3.7,.1,271.6,1.6,1006.3,1026.2,93.9,0,0
95,2022-01-02 06:25,-3.8,.1,274.4,1.5,1006.3,1026.3,95.8,0,0
95,2022-01-02 06:26,-3.9,.1,283.2,2,1006.3,1026.3,96.9,0,0
95,2022-01-02 06:27,-3.9,.1,275.2,1.5,1006.3,1026.3,98.1,0,0
95,2022-01-02 06:28,-4,.1,295.4,1.7,1006.3,1026.3,99.2,0,0
95,2022-01-02 06:29,-4,.1,307.8,1.4,1006.3,1026.3,99.8,0,0
95,2022-01-02 06:30,-4,.1,278.3,1.7,1006.3,1026.3,100,0,0
95,2022-01-02 06:31,-4.1,.1,260.8,1.4,1006.4,1026.4,100,0,0
95,2022-01-02 06:32,-4.1,.1,208.7,.8,1006.4,1026.4,100,0,0
95,2022-01-02 06:33,-4.1,.1,213.1,.8,1006.4,1026.4,100,0,0
95,2022-01-02 06:34,-4.1,.1,245.2,1.2,1006.4,1026.4,100,0,0
95,2022-01-02 06:35,-4.1,.1,248,.8,1006.4,1026.4,100,0,0
95,2022-01-02 06:36,-4.1,.1,230.4,.6,1006.4,1026.4,100,0,0
95,2022-01-02 06:37,-4.1,.1,277.6,.2,1006.4,1026.4,100,0,0
95,2022-01-02 06:38,-4.1,.1,213.9,.4,1006.4,1026.4,100,0,0
95,2022-01-02 06:39,-4.1,.1,217.7,.6,1006.4,1026.4,100,0,0
95,2022-01-02 06:40,-4.1,.1,229,.8,1006.4,1026.4,100,0,0
95,2022-01-02 06:41,-4.1,.1,219.8,.8,1006.4,1026.4,100,0,0
95,2022-01-02 06:42,-4.1,.1,229.4,.8,1006.4,1026.4,100,0,0
95,2022-01-02 06:43,-4.2,.1,222.7,.4,1006.4,1026.4,100,0,0
95,2022-01-02 06:44,-4.2,.1,248.2,.2,1006.4,1026.4,100,0,0
95,2022-01-02 06:45,-4.2,.1,218,.6,1006.4,1026.4,100,0,0
95,2022-01-02 06:46,-4.2,.1,221.9,.5,1006.4,1026.4,100,0,0
95,2022-01-02 06:47,-4.2,.1,216.3,.7,1006.4,1026.4,100,0,0
95,2022-01-02 06:48,-4.2,.1,210.5,.9,1006.3,1026.3,100,0,0
95,2022-01-02 06:49,-4.2,.1,205.7,1.4,1006.3,1026.3,100,0,0
95,2022-01-02 06:50,-4.2,.1,212.3,1.3,1006.3,1026.3,100,0,0
95,2022-01-02 06:51,-4.2,.1,234.8,.8,1006.3,1026.3,100,0,0
95,2022-01-02 06:52,-4.2,.1,206.1,.7,1006.3,1026.3,100,0,0
95,2022-01-02 06:53,-4.2,.1,235.7,.7,1006.3,1026.3,100,0,0
95,2022-01-02 06:54,-4.2,.1,243.6,.7,1006.3,1026.3,100,0,0
95,2022-01-02 06:55,-4.1,.1,270.6,.7,1006.4,1026.4,100,0,0
95,2022-01-02 06:56,-4.1,.1,211.5,.4,1006.4,1026.4,100,0,0
95,2022-01-02 06:57,-4,.1,254.5,.5,1006.4,1026.4,100,0,0
95,2022-01-02 06:58,-4,.1,312.2,.4,1006.4,1026.4,100,0,0
95,2022-01-02 06:59,-4,.1,345.2,.3,1006.4,1026.4,100,0,0
95,2022-01-02 07:00,-4,.1,291,.1,1006.4,1026.4,100,0,0
95,2022-01-02 07:01,-4,.1,192.4,.3,1006.3,1026.3,100,0,0
95,2022-01-02 07:02,-4,.1,189.6,.5,1006.3,1026.3,100,0,0
95,2022-01-02 07:03,-3.9,.1,179.6,.4,1006.3,1026.3,100,0,0
95,2022-01-02 07:04,-3.9,.1,126.6,.2,1006.3,1026.3,100,0,0
95,2022-01-02 07:05,-3.9,.1,117.6,.1,1006.3,1026.3,100,0,0
95,2022-01-02 07:06,-3.9,.1,1.9,.4,1006.3,1026.3,100,0,0
95,2022-01-02 07:07,-3.9,.1,22,.4,1006.3,1026.3,100,0,0
95,2022-01-02 07:08,-3.9,.1,47.2,.4,1006.3,1026.3,100,0,0
95,2022-01-02 07:09,-3.9,.1,38.1,.6,1006.3,1026.3,100,0,0
95,2022-01-02 07:10,-3.9,.1,28.9,.6,1006.4,1026.4,100,0,0
95,2022-01-02 07:11,-4,.1,6.4,.9,1006.4,1026.4,100,0,0
95,2022-01-02 07:12,-4,.1,11.6,1.3,1006.3,1026.3,100,0,0
95,2022-01-02 07:13,-4.1,.1,6.3,1.5,1006.4,1026.4,100,0,0
95,2022-01-02 07:14,-4.1,.1,3.8,1.1,1006.4,1026.4,100,0,0
95,2022-01-02 07:15,-4.1,.1,15.3,1,1006.4,1026.4,100,0,0
95,2022-01-02 07:16,-4.1,.1,26,.7,1006.4,1026.4,100,0,0
95,2022-01-02 07:17,-4.1,.1,20.8,.8,1006.4,1026.4,100,0,0
95,2022-01-02 07:18,-4.1,.1,24.7,.6,1006.4,1026.4,100,0,0
95,2022-01-02 07:19,-4.1,.1,34.6,.8,1006.4,1026.4,100,0,0
95,2022-01-02 07:20,-4.1,.1,18.4,.8,1006.5,1026.5,100,0,0
95,2022-01-02 07:21,-4.1,.1,7.3,1,1006.5,1026.5,100,0,0
95,2022-01-02 07:22,-4.1,.1,359.2,1.3,1006.5,1026.5,100,0,0
95,2022-01-02 07:23,-4,.1,4,1.1,1006.5,1026.5,100,0,0
95,2022-01-02 07:24,-4,.1,341.2,1,1006.6,1026.6,100,0,0
95,2022-01-02 07:25,-4,.1,320.3,.9,1006.6,1026.6,100,0,0
95,2022-01-02 07:26,-4,.1,328.8,.8,1006.6,1026.6,100,0,0
95,2022-01-02 07:27,-4,.1,343.3,.8,1006.6,1026.6,100,0,0
95,2022-01-02 07:28,-4,.1,340.8,.6,1006.6,1026.6,100,0,0
95,2022-01-02 07:29,-4,.1,337.8,.5,1006.6,1026.6,100,0,0
95,2022-01-02 07:30,-4,.1,325.1,.3,1006.6,1026.6,100,0,0
95,2022-01-02 07:31,-4,.1,313.8,.4,1006.6,1026.6,100,0,0
95,2022-01-02 07:32,-4,.1,337,.2,1006.6,1026.6,100,0,0
95,2022-01-02 07:33,-4,.1,4.8,.2,1006.6,1026.6,100,0,0
95,2022-01-02 07:34,-4,.1,354.4,.4,1006.6,1026.6,100,0,0
95,2022-01-02 07:35,-4,.1,337.1,.5,1006.6,1026.6,100,0,0
95,2022-01-02 07:36,-4,.1,340.4,.5,1006.7,1026.7,100,0,0
95,2022-01-02 07:37,-4,.1,.6,.3,1006.7,1026.7,100,0,0
95,2022-01-02 07:38,-3.9,.1,1.5,.5,1006.7,1026.7,100,0,0
95,2022-01-02 07:39,-3.9,.1,13.5,.4,1006.7,1026.7,100,0,0
95,2022-01-02 07:40,-3.9,.1,6.4,.2,1006.7,1026.7,100,0,0
95,2022-01-02 07:41,-3.9,.1,352.9,.2,1006.7,1026.7,100,0,0
95,2022-01-02 07:42,-3.9,.1,326.4,0,1006.8,1026.8,100,0,0
95,2022-01-02 07:43,-3.9,.1,0,0,1006.7,1026.7,100,0,0
95,2022-01-02 07:44,-3.9,.1,65,.1,1006.7,1026.7,100,0,0
95,2022-01-02 07:45,-3.9,.1,81.6,.3,1006.7,1026.7,100,0,0
95,2022-01-02 07:46,-3.9,.1,102.4,.1,1006.8,1026.8,100,0,0
95,2022-01-02 07:47,-3.9,.1,107.9,0,1006.8,1026.8,100,0,0
95,2022-01-02 07:48,-3.9,.1,113.6,.1,1006.8,1026.8,100,0,0
95,2022-01-02 07:49,-3.9,.1,138.1,0,1006.8,1026.8,100,0,0
95,2022-01-02 07:50,-3.8,.1,0,0,1006.8,1026.8,100,0,0
95,2022-01-02 07:51,-3.8,.1,0,0,1006.8,1026.8,100,0,0
95,2022-01-02 07:52,-3.8,.1,0,0,1006.8,1026.8,100,0,0
95,2022-01-02 07:53,-3.8,.1,0,0,1006.9,1026.9,100,0,0
95,2022-01-02 07:54,-3.8,.1,0,0,1006.9,1026.9,100,0,0
95,2022-01-02 07:55,-3.8,.1,356.1,0,1006.9,1026.9,100,0,0
95,2022-01-02 07:56,-3.8,.1,29.8,.1,1006.9,1026.9,100,0,0
95,2022-01-02 07:57,-3.8,.1,41.6,.3,1006.9,1026.9,100,0,0
95,2022-01-02 07:58,-3.8,.1,39,.4,1006.9,1026.9,100,0,0
95,2022-01-02 07:59,-3.8,.1,7,.3,1006.9,1026.9,100,0,0
95,2022-01-02 08:00,-3.8,.1,350.1,.3,1006.9,1026.9,100,0,0
95,2022-01-02 08:01,-3.8,.1,.2,.1,1006.9,1026.9,100,0,0
95,2022-01-02 08:02,-3.8,.1,66.2,0,1006.8,1026.8,100,0,0
95,2022-01-02 08:03,-3.8,.1,85.8,0,1006.8,1026.8,100,0,0
95,2022-01-02 08:04,-3.8,.1,0,0,1006.8,1026.8,100,0,0
95,2022-01-02 08:05,-3.8,.1,235.8,.2,1006.9,1026.9,100,0,0
95,2022-01-02 08:06,-3.8,.1,209.5,.2,1006.8,1026.8,100,0,0
95,2022-01-02 08:07,-3.8,.1,165.7,.3,1006.8,1026.8,100,0,0
95,2022-01-02 08:08,-3.8,.1,150.7,.5,1006.8,1026.8,100,0,0
95,2022-01-02 08:09,-3.8,.1,144.7,.4,1006.8,1026.8,100,0,0
95,2022-01-02 08:10,-3.7,.1,121.8,.4,1006.8,1026.8,100,0,0
95,2022-01-02 08:11,-3.7,.1,72.5,.1,1006.8,1026.8,100,0,0
95,2022-01-02 08:12,-3.8,.1,0,0,1006.8,1026.8,100,0,0
95,2022-01-02 08:13,-3.8,.1,26.8,.3,1006.8,1026.8,100,0,0
95,2022-01-02 08:14,-3.8,.1,30.6,.4,1006.8,1026.8,100,0,0
95,2022-01-02 08:15,-3.8,.1,19.2,.5,1006.8,1026.8,100,0,0
95,2022-01-02 08:16,-3.8,.1,5.6,.8,1006.8,1026.8,100,0,0
95,2022-01-02 08:17,-3.9,.1,352.8,.7,1006.8,1026.8,100,0,0
95,2022-01-02 08:18,-4,.1,9.1,.6,1006.8,1026.8,100,0,0
95,2022-01-02 08:19,-4,.1,26.5,.5,1006.8,1026.8,100,0,0
95,2022-01-02 08:20,-4,.1,33.9,.4,1006.8,1026.8,100,0,0
95,2022-01-02 08:21,-4,.1,40.9,.2,1006.8,1026.8,100,0,0
95,2022-01-02 08:22,-4,.1,45.2,0,1006.8,1026.8,100,0,0
95,2022-01-02 08:23,-4.1,.1,46.1,.1,1006.8,1026.8,100,0,0
95,2022-01-02 08:24,-4.1,.1,19.4,.3,1006.9,1026.9,100,0,0
95,2022-01-02 08:25,-4.2,.1,355.1,.3,1006.9,1026.9,100,0,0
95,2022-01-02 08:26,-4.3,.1,346.4,.5,1006.9,1026.9,100,0,0
95,2022-01-02 08:27,-4.4,.1,347.9,.4,1006.9,1026.9,100,0,0
95,2022-01-02 08:28,-4.5,.1,7.2,.3,1006.9,1026.9,100,0,0
95,2022-01-02 08:29,-4.5,.1,34.2,.5,1006.9,1026.9,100,0,0
95,2022-01-02 08:30,-4.4,.1,63.5,.2,1006.9,1026.9,100,0,0
95,2022-01-02 08:31,-4.4,.1,48.7,.4,1006.9,1026.9,100,0,0
95,2022-01-02 08:32,-4.3,.1,15,.1,1006.9,1026.9,100,0,0
95,2022-01-02 08:33,-4.3,.1,336,.1,1006.9,1026.9,100,.01,0
95,2022-01-02 08:34,-4.4,.1,342.9,.3,1006.9,1026.9,100,.01,0
95,2022-01-02 08:35,-4.4,.1,36.4,0,1006.9,1026.9,100,.01,0
95,2022-01-02 08:36,-4.4,.1,68.1,.3,1006.9,1026.9,100,.01,0
95,2022-01-02 08:37,-4.4,.1,80.9,.5,1006.9,1026.9,100,.01,0
95,2022-01-02 08:38,-4.4,.1,82.4,.6,1006.9,1026.9,100,.02,0
95,2022-01-02 08:39,-4.4,.1,66.2,.6,1006.9,1026.9,100,.02,0
95,2022-01-02 08:40,-4.4,.1,23.6,.5,1006.9,1026.9,100,.02,0
95,2022-01-02 08:41,-4.6,.1,354.9,.5,1007,1027,100,.02,0
95,2022-01-02 08:42,-4.7,.1,349.6,.4,1007,1027,100,.03,0
95,2022-01-02 08:43,-4.6,.1,16.6,.3,1007,1027,100,.03,0
95,2022-01-02 08:44,-4.6,.1,49.8,.6,1007,1027,100,.03,0
95,2022-01-02 08:45,-4.7,.1,66.5,.7,1006.9,1026.9,100,.03,0
95,2022-01-02 08:46,-4.6,.1,72.2,.8,1007,1027,100,.05,0
95,2022-01-02 08:47,-4.7,.1,34.8,.4,1007,1027,100,.05,0
95,2022-01-02 08:48,-4.6,.1,31.6,.1,1007,1027,100,.05,0
95,2022-01-02 08:49,-4.7,.1,335.7,.2,1007.1,1027.1,100,.05,0
95,2022-01-02 08:50,-4.6,.1,318.6,.5,1007.1,1027.1,100,.05,0
95,2022-01-02 08:51,-4.7,.1,6.1,.8,1007.1,1027.1,100,.05,0
95,2022-01-02 08:52,-4.8,.1,20.7,.9,1007.1,1027.2,100,.05,0
95,2022-01-02 08:53,-4.8,.1,4.1,.6,1007.1,1027.2,100,.05,0
95,2022-01-02 08:54,-4.8,.1,332.1,.4,1007.2,1027.3,100,.07,0
95,2022-01-02 08:55,-4.8,.1,339.1,.2,1007.2,1027.3,100,.07,0
95,2022-01-02 08:56,-4.8,.1,7.3,.4,1007.2,1027.3,100,.07,0
95,2022-01-02 08:57,-4.8,.1,326.1,.6,1007.2,1027.3,100,.07,0
95,2022-01-02 08:58,-4.7,.1,326.3,.5,1007.3,1027.4,100,.07,0
95,2022-01-02 08:59,-4.7,.1,7.5,.5,1007.3,1027.4,100,.07,0
95,2022-01-02 09:00,-4.8,.1,.8,.5,1007.3,1027.4,100,.09,0
95,2022-01-02 09:01,-4.8,.1,359.6,.7,1007.3,1027.4,100,.09,0
95,2022-01-02 09:02,-4.7,.1,14.2,.5,1007.3,1027.4,100,.09,0
95,2022-01-02 09:03,-4.7,.1,5.6,.6,1007.3,1027.4,100,.1,0
95,2022-01-02 09:04,-4.7,.1,5.4,.7,1007.4,1027.5,100,.1,0
95,2022-01-02 09:05,-4.6,.1,15.6,.8,1007.4,1027.4,100,.1,0
95,2022-01-02 09:06,-4.6,.1,6.5,.8,1007.4,1027.4,100,.1,0
95,2022-01-02 09:07,-4.6,.1,4.6,.5,1007.4,1027.4,100,.1,0
95,2022-01-02 09:08,-4.6,.1,30.6,.3,1007.4,1027.4,100,.1,0
95,2022-01-02 09:09,-4.6,.1,61.5,.3,1007.4,1027.4,100,.11,0
95,2022-01-02 09:10,-4.6,.1,62.9,.6,1007.4,1027.4,100,.11,0
95,2022-01-02 09:11,-4.5,.1,78.6,.5,1007.4,1027.4,100,.11,0
95,2022-01-02 09:12,-4.5,.1,60.3,.4,1007.4,1027.4,100,.12,0
95,2022-01-02 09:13,-4.4,.1,75.8,.4,1007.4,1027.4,100,.12,0
95,2022-01-02 09:14,-4.3,.1,93.9,.3,1007.4,1027.4,100,.14,0
95,2022-01-02 09:15,-4.3,.1,85.9,.5,1007.5,1027.5,100,.14,0
95,2022-01-02 09:16,-4.2,.1,93.8,.5,1007.5,1027.5,100,.15,0
95,2022-01-02 09:17,-4.2,.1,96.3,.1,1007.5,1027.5,100,.15,0
95,2022-01-02 09:18,-4.2,.1,102.1,0,1007.5,1027.5,100,.15,0
95,2022-01-02 09:19,-4.1,.1,110.3,0,1007.5,1027.5,100,.15,0
95,2022-01-02 09:20,-4.1,.1,146.5,.1,1007.5,1027.5,100,.17,0
95,2022-01-02 09:21,-4.1,.1,109.8,.3,1007.5,1027.5,100,.17,0
95,2022-01-02 09:22,-4,.1,97.9,.2,1007.5,1027.5,100,.18,0
95,2022-01-02 09:23,-4,.1,102.6,.2,1007.5,1027.5,100,.18,0
95,2022-01-02 09:24,-4,.1,99.6,.2,1007.6,1027.6,100,.18,0
95,2022-01-02 09:25,-4,.1,0,0,1007.6,1027.6,100,.18,0
95,2022-01-02 09:26,-4,.1,0,0,1007.6,1027.6,100,.2,0
95,2022-01-02 09:27,-4,.1,0,0,1007.6,1027.6,100,.2,0
95,2022-01-02 09:28,-3.9,.1,142.1,0,1007.6,1027.6,100,.2,0
95,2022-01-02 09:29,-3.9,.1,169.6,0,1007.6,1027.6,100,.21,0
95,2022-01-02 09:30,-4,.1,0,0,1007.6,1027.6,100,.23,0
95,2022-01-02 09:31,-4,.1,294.4,.1,1007.7,1027.7,100,.23,0
95,2022-01-02 09:32,-3.9,.1,295.4,.3,1007.7,1027.7,100,.23,0
95,2022-01-02 09:33,-3.9,.1,305.7,.4,1007.7,1027.7,100,.23,0
95,2022-01-02 09:34,-3.8,.1,304.4,.2,1007.7,1027.7,100,.25,0
95,2022-01-02 09:35,-3.8,.1,0,0,1007.7,1027.7,100,.25,0
95,2022-01-02 09:36,-3.7,.1,0,0,1007.8,1027.8,100,.25,0
95,2022-01-02 09:37,-3.7,.1,170.1,0,1007.8,1027.8,100,.27,0
95,2022-01-02 09:38,-3.7,.1,130.2,.2,1007.8,1027.8,100,.27,0
95,2022-01-02 09:39,-3.7,.1,88.8,0,1007.8,1027.8,100,.28,0
95,2022-01-02 09:40,-3.7,.1,0,0,1007.8,1027.8,100,.28,0
95,2022-01-02 09:41,-3.7,.1,0,0,1007.9,1027.9,100,.3,45
95,2022-01-02 09:42,-3.7,.1,145.8,.1,1007.9,1027.9,100,.31,80
95,2022-01-02 09:43,-3.6,.1,142.1,.4,1007.9,1027.9,100,.31,129
95,2022-01-02 09:44,-3.6,.1,155,.4,1007.9,1027.9,100,.33,165
95,2022-01-02 09:45,-3.6,.1,180.6,.3,1007.9,1027.9,100,.34,165
95,2022-01-02 09:46,-3.5,.1,176.2,.2,1007.9,1027.9,100,.34,165
95,2022-01-02 09:47,-3.5,.1,0,0,1007.9,1027.9,100,.34,179
95,2022-01-02 09:48,-3.5,.1,167.7,.2,1007.9,1027.9,100,.37,239
95,2022-01-02 09:49,-3.4,.1,243.1,.1,1007.9,1027.9,100,.37,298
95,2022-01-02 09:50,-3.3,.1,0,0,1007.9,1027.8,100,.4,358
95,2022-01-02 09:51,-3.2,.1,170.6,.2,1007.9,1027.8,100,.4,418
95,2022-01-02 09:52,-3.2,.1,146,.4,1007.9,1027.8,100,.43,478
95,2022-01-02 09:53,-3.2,.1,134.7,.5,1007.9,1027.8,100,.43,538
95,2022-01-02 09:54,-3.1,.1,137.7,.6,1007.9,1027.8,100,.46,598
95,2022-01-02 09:55,-3.1,.1,142.3,.8,1007.9,1027.8,100,.46,658
95,2022-01-02 09:56,-3.1,.1,173.7,.9,1007.9,1027.8,100,.49,718
95,2022-01-02 09:57,-3.1,.1,159.6,1.1,1007.9,1027.8,100,.5,778
95,2022-01-02 09:58,-3.1,.1,144.2,1,1007.9,1027.8,100,.51,829
95,2022-01-02 09:59,-3.1,.1,139.5,.9,1007.9,1027.8,100,.52,889
95,2022-01-02 10:00,-3.1,.1,142.8,.8,1007.9,1027.8,100,.54,932
95,2022-01-02 10:01,-3.1,.1,143.5,1,1007.9,1027.8,100,.56,992
95,2022-01-02 10:02,-3,.1,153.8,.6,1007.9,1027.8,100,.56,1053
95,2022-01-02 10:03,-3,.1,154.5,.7,1007.9,1027.8,100,.58,1113
95,2022-01-02 10:04,-3,.1,158.9,.8,1007.9,1027.8,100,.61,1173
95,2022-01-02 10:05,-2.9,.1,166.2,.9,1007.9,1027.8,100,.62,1232
95,2022-01-02 10:06,-2.8,.1,158.6,.9,1007.9,1027.8,100,.63,1292
95,2022-01-02 10:07,-2.7,.1,146.3,.5,1008,1027.9,100,.66,1352
95,2022-01-02 10:08,-2.6,.1,145,.3,1008,1027.9,100,.68,1412
95,2022-01-02 10:09,-2.5,.1,189.4,.2,1008,1027.9,100,.69,1472
95,2022-01-02 10:10,-2.4,.1,198.4,.1,1008,1027.9,100,.72,1532
95,2022-01-02 10:11,-2.4,.1,243,.2,1008,1027.9,100,.73,1593
95,2022-01-02 10:12,-2.4,.1,193.7,.1,1008,1027.9,100,.75,1610
95,2022-01-02 10:13,-2.3,.1,142.7,0,1008,1027.9,99.9,.76,1670
95,2022-01-02 10:14,-2.4,.1,168.2,.5,1008,1027.9,99.5,.77,1730
95,2022-01-02 10:15,-2.3,.1,258.6,.5,1008.1,1028,99.6,.8,1790
95,2022-01-02 10:16,-2.2,.1,275.9,.7,1008.1,1028,99.5,.81,1850
95,2022-01-02 10:17,-2.1,.1,275.8,1.3,1008.2,1028.1,99.3,.83,1910
95,2022-01-02 10:18,-2.1,.1,285.8,.9,1008.2,1028.1,99.1,.86,1970
95,2022-01-02 10:19,-2.1,.1,299.3,.5,1008.2,1028.1,98.7,.87,2030
95,2022-01-02 10:20,-2.1,.1,282.8,.6,1008.2,1028.1,99.1,.89,2090
95,2022-01-02 10:21,-2,.1,236.9,.5,1008.2,1028,99.2,.92,2150
95,2022-01-02 10:22,-1.9,.1,256.4,.5,1008.2,1028,99.5,.93,2210
95,2022-01-02 10:23,-1.7,.1,275.1,.5,1008.2,1028,99.6,.95,2270
95,2022-01-02 10:24,-1.7,.1,249.3,.5,1008.2,1028,99,.98,2330
95,2022-01-02 10:25,-1.6,.1,257.6,.3,1008.2,1028,98.4,1,2390
95,2022-01-02 10:26,-1.6,.1,238.4,.4,1008.2,1028,97.7,1.01,2450
95,2022-01-02 10:27,-1.6,.1,226.8,0,1008.2,1028,97.6,1.03,2510
95,2022-01-02 10:28,-1.5,.1,0,0,1008.3,1028.1,97.3,1.05,2570
95,2022-01-02 10:29,-1.5,.1,144.8,0,1008.3,1028.1,96.8,1.08,2630
95,2022-01-02 10:30,-1.4,.1,118.5,0,1008.3,1028.1,96.7,1.11,2690
95,2022-01-02 10:31,-1.2,.1,29.4,.1,1008.3,1028.1,97.6,1.12,2750
95,2022-01-02 10:32,-1,.1,338.3,.3,1008.3,1028.1,97.2,1.15,2810
95,2022-01-02 10:33,-.9,.1,339.2,1.1,1008.3,1028.1,97,1.17,2869
95,2022-01-02 10:34,-.8,.1,338.1,1,1008.3,1028.1,97.8,1.2,2930
95,2022-01-02 10:35,-.7,.1,340.4,.6,1008.3,1028,97.4,1.22,2978
95,2022-01-02 10:36,-.8,.1,322.1,.2,1008.3,1028.1,96.5,1.24,3037
95,2022-01-02 10:37,-.8,.1,277.9,0,1008.3,1028.1,96.8,1.26,3097
95,2022-01-02 10:38,-.9,.1,342.9,.4,1008.3,1028.1,95.4,1.28,3157
95,2022-01-02 10:39,-.8,.1,66.6,.2,1008.3,1028.1,95.5,1.32,3217
95,2022-01-02 10:40,-.8,.1,111.6,.3,1008.3,1028.1,95.2,1.34,3277
95,2022-01-02 10:41,-.8,.1,139.5,.7,1008.3,1028.1,94.1,1.37,3337
95,2022-01-02 10:42,-.9,.1,142.7,.7,1008.3,1028.1,93.3,1.38,3397
95,2022-01-02 10:43,-.9,.1,142.3,.5,1008.3,1028.1,93.3,1.4,3457
95,2022-01-02 10:44,-.9,.1,152.5,.5,1008.3,1028.1,93.3,1.44,3517
95,2022-01-02 10:45,-.9,.1,171.8,.6,1008.3,1028.1,93.5,1.46,3577
95,2022-01-02 10:46,-1,.1,238.4,.4,1008.3,1028.1,93,1.48,3637
95,2022-01-02 10:47,-1,.1,273,0,1008.2,1028,92.7,1.49,3665
