콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
0170CZS050,5340.00,S,0431,0430,3,0170,100.00,10,서오산JC-향남IC,0,108
0170CZS060,2730.00,S,0425,0431,3,0170,100.00,9,정남IC-서오산JC,0,108
0170CZS070,3180.00,S,0473,0425,3,0170,100.00,8,봉담TG-정남IC,0,108
0170CZS080,2630.00,S,0424,0473,3,0170,100.00,7,봉담IC-봉담TG,0,108
0170CZS110,6300.00,S,0585,0424,2,0170,100.00,6,금곡IC-봉담IC,0,108
0170CZS120,1700.00,S,0586,0585,3,0170,100.00,5,동안산IC-금곡IC,0,108
0170CZS130,2600.00,S,0587,0586,3,0170,100.00,4,남군포IC-동안산IC,0,108
0170CZS140,9400.00,S,0588,0587,3,0170,100.00,3,동시흥JC-남군포IC,0,108
0170CZS150,12400.00,S,0589,0588,3,0170,100.00,2,남광명JC-동시흥JC,0,108
0170CZS160,4800.00,S,0590,0589,2,0170,100.00,1,소하IC-남광명JC,0,108
0171CZE010,6610.00,E,0431,0474,3,0171,100.00,1,서오산JC-서오산TG,0,109
0171CZE020,350.00,E,0474,0434,3,0171,100.00,2,서오산TG-안녕IC,0,109
0171CZS010,6610.00,S,0474,0431,3,0171,100.00,2,서오산TG-서오산JC,0,109
0171CZS020,350.00,S,0434,0474,3,0171,101.00,1,안녕IC-서오산TG,0,109
0172CZE010,1900.00,E,1014,1015,2,0172,100.00,1,행주산성JC-봉대산JC,0,109
0172CZE020,1700.00,E,1015,1016,3,0172,100.00,2,봉대산JC-흥도IC,0,109
0172CZE030,5600.00,E,1016,1017,3,0172,100.00,3,흥도IC-고양JC,0,109
0172CZE040,2800.00,E,1017,1018,3,0172,100.00,4,고양JC-사리현IC,0,109
0172CZE050,5550.00,E,1018,1019,3,0172,100.00,5,사리현IC-북고양IC,0,109
0172CZE060,3550.00,E,1019,1020,2,0172,100.00,6,북고양IC-금촌IC,0,109
0172CZE070,5300.00,E,1020,1021,2,0172,100.00,7,금촌IC-월롱IC,0,109
0172CZE080,3800.00,E,1021,1022,2,0172,100.00,8,월롱IC-산단IC,0,109
0172CZE090,2700.00,E,1022,1023,1,0172,100.00,9,산단IC-내포IC,0,109
0172CZS010,1900.00,S,1015,1014,2,0172,100.00,1,봉대산JC-행주산성JC,0,109
0172CZS020,1700.00,S,1016,1015,3,0172,100.00,2,흥도IC-봉대산JC,0,109
0172CZS030,5600.00,S,1017,1016,3,0172,100.00,3,고양JC-흥도IC,0,109
0172CZS040,2800.00,S,1018,1017,3,0172,100.00,4,사리현IC-고양JC,0,109
0172CZS050,5550.00,S,1019,1018,3,0172,100.00,5,북고양IC-사리현IC,0,109
0172CZS060,3550.00,S,1020,1019,2,0172,100.00,6,금촌IC-북고양IC,0,109
0172CZS070,5300.00,S,1021,1020,2,0172,100.00,7,월롱IC-금촌IC,0,109
0172CZS080,3800.00,S,1022,1021,2,0172,100.00,8,산단IC-월롱IC,0,109
0172CZS090,2700.00,S,1023,1022,1,0172,100.00,9,내포IC-산단IC,0,109
0173CZE010,2650.00,E,1024,1015,2,0173,80.00,1,남고양IC-봉대산JC,0,109
0173CZS010,2650.00,S,1015,1024,2,0173,80.00,1,봉대산JC-남고양IC,0,109
0200CZE050,20.00,E,0504,0018,2,0200,100.00,1,팔공산IC-도동JC,0,101
0200CZE060,17980.00,E,0018,0112,2,0200,100.00,2,도동JC-청통와촌IC,0,101
0200CZE070,8510.00,E,0112,1008,2,0200,100.00,3,청통와촌-화산JC,0,101
0200CZE075,2060.00,E,1008,0111,2,0200,100.00,4,화산JC-북영천IC,0,101
0200CZE080,9130.00,E,0111,0682,3,0200,100.00,5,북영천IC-임고Hi,0,101
0200CZE085,21660.00,E,0682,0110,3,0200,100.00,6,임고Hi-서포항IC,0,101
0200CZE090,9720.00,E,0110,0119,2,0200,100.00,7,서포항IC-포항IC,0,101
0200CZS050,20.00,S,0018,0504,2,0200,100.00,7,도동JC-팔공산IC,0,101
0200CZS060,17980.00,S,0112,0018,2,0200,100.00,6,청통와촌IC-도동JC,0,101
0200CZS070,8510.00,S,1008,0112,2,0200,100.00,5,화산JC-청통와촌,0,101
0200CZS075,2060.00,S,0111,1008,2,0200,100.00,4,북영천IC-화산JC,0,101
0200CZS080,9130.00,S,0682,0111,3,0200,100.00,3,임고Hi-북영천IC,0,101
0200CZS085,21660.00,S,0110,0682,3,0200,100.00,2,서포항IC-임고Hi,0,101
0200CZS090,9720.00,S,0119,0110,2,0200,100.00,1,포항IC-서포항IC,0,101
0201CZE010,7600.00,E,0370,0371,2,0201,100.00,1,익산JC-완주IC,0,101
0201CZE020,2700.00,E,0371,0545,2,0201,100.00,2,완주IC-완주JC,0,101
0201CZE025,6220.00,E,0545,0372,2,0201,100.00,3,완주JC-소양IC,0,101
0201CZE030,26610.00,E,0372,0358,2,0201,100.00,4,소양IC-진안IC,0,101
0201CZE040,15790.00,E,0358,0352,2,0201,100.00,5,진안IC-장수IC,0,101
0201CZE050,1980.00,E,0352,0184,2,0201,100.00,6,장수IC-장수JC,0,101
0201CZS010,7600.00,S,0371,0370,2,0201,100.00,6,완주IC-익산JC,0,101
0201CZS020,2700.00,S,0545,0371,2,0201,100.00,5,완주JC-완주IC,0,101
0201CZS025,6220.00,S,0372,0545,2,0201,100.00,4,소양IC-완주JC,0,101
0201CZS030,26610.00,S,0358,0372,2,0201,100.00,3,진안IC-소양IC,0,101
0201CZS040,15790.00,S,0352,0358,2,0201,100.00,2,장수IC-진안IC,0,101
0201CZS050,1980.00,S,0184,0352,2,0201,100.00,1,장수JC-장수IC,0,101
0251CZE010,10010.00,E,0222,0224,2,0251,100.00,1,서순천IC-승주IC,0,101
0251CZE020,11810.00,E,0224,0223,2,0251,100.00,2,승주IC-주암IC,0,101
0251CZE030,7420.00,E,0223,0226,2,0251,100.00,3,주암IC-석곡IC,0,101
0251CZE040,12070.00,E,0226,0196,2,0251,100.00,4,석곡IC-곡성IC,0,101
0251CZE050,11430.00,E,0196,0199,2,0251,100.00,5,곡성IC-옥과IC,0,101
0251CZE060,7660.00,E,0199,0347,2,0251,100.00,6,옥과IC-대덕JC,0,101
0251CZE070,3800.00,E,0347,0198,2,0251,100.00,7,대덕JC-창평IC,0,101
0251CZE080,4120.00,E,0198,0197,2,0251,100.00,8,창평IC-고서JC,0,101
0251CZE090,2980.00,E,0197,0228,2,0251,100.00,9,고서JC-동광주TG,0,101
0251CZE100,1700.00,E,0228,0451,2,0251,100.00,10,동광주TG-문흥JC,0,101
0251CZE110,1210.00,E,0451,0218,2,0251,100.00,11,문흥JC-동광주IC,0,101
0251CZE120,2820.00,E,0218,0217,2,0251,100.00,12,동광주IC-용봉IC,0,101
0251CZE130,1330.00,E,0217,0216,2,0251,100.00,13,용봉IC-서광주IC,0,101
0251CZE140,2250.00,E,0216,0219,2,0251,100.00,14,서광주IC-동림IC,0,101
0251CZE150,2390.00,E,0219,0452,2,0251,100.00,15,동림IC-산월IC,0,101
0251CZE160,1960.00,E,0452,0220,2,0251,100.00,16,산월IC-광산IC,0,101
0251CZE170,2000.00,E,0220,0608,2,0251,100.00,17,광산IC-북광산IC,0,101
0251CZE175,1220.00,E,0608,0225,2,0251,100.00,18,북광산IC-광주TG,0,101
0251CZE180,5480.00,E,0225,0191,2,0251,100.00,19,광주TG-장성IC,0,101
0251CZE190,5340.00,E,0191,0375,2,0251,100.00,20,장성IC-장성JC,0,101
0251CZE200,12060.00,E,0375,0202,2,0251,100.00,21,장성JC-백양사IC,0,101
0251CZE210,9190.00,E,0202,0175,2,0251,100.00,22,백양사IC-내장산IC,0,101
0251CZE220,8460.00,E,0175,0181,2,0251,100.00,23,내장산IC-정읍IC,0,101
0251CZE230,12840.00,E,0181,0182,2,0251,100.00,24,정읍IC-태인IC,0,101
0251CZE240,10550.00,E,0182,0185,2,0251,100.00,25,태인IC-금산사IC,0,101
0251CZE250,4700.00,E,0185,0186,2,0251,100.00,26,금산사IC-김제IC,0,101
0251CZE260,6600.00,E,0186,0190,2,0251,100.00,27,김제IC-서전주IC,0,101
0251CZE270,6040.00,E,0190,0207,2,0251,100.00,28,서전주IC-전주IC,0,101
0251CZE280,6030.00,E,0207,0382,2,0251,100.00,29,전주IC-삼례IC,0,101
0251CZE290,2330.00,E,0382,0370,2,0251,100.00,30,삼례IC-익산JC,0,101
0251CZE300,6000.00,E,0370,0189,2,0251,100.00,31,익산JC-익산IC,0,101
0251CZE310,10420.00,E,0189,0170,2,0251,100.00,32,익산IC-논산JC,0,101
0251CZS010,10010.00,S,0224,0222,2,0251,100.00,32,승주IC-서순천IC,0,101
0251CZS020,11810.00,S,0223,0224,2,0251,100.00,31,주암IC-승주IC,0,101
0251CZS030,7420.00,S,0226,0223,2,0251,100.00,30,석곡IC-주암IC,0,101
0251CZS040,12070.00,S,0196,0226,2,0251,100.00,29,곡성IC-석곡IC,0,101
0251CZS050,11430.00,S,0199,0196,2,0251,100.00,28,옥과IC-곡성IC,0,101
0251CZS060,7660.00,S,0347,0199,2,0251,100.00,27,대덕JC-옥과IC,0,101
0251CZS070,3800.00,S,0198,0347,2,0251,100.00,26,창평IC-대덕JC,0,101
0251CZS080,4120.00,S,0197,0198,2,0251,100.00,25,고서JC-창평IC,0,101
0251CZS090,2980.00,S,0228,0197,2,0251,100.00,24,동광주TG-고서JC,0,101
0251CZS100,1700.00,S,0451,0228,2,0251,100.00,23,문흥JC-동광주TG,0,101
0251CZS110,1210.00,S,0218,0451,2,0251,100.00,22,동광주IC-문흥JC,0,101
0251CZS120,2820.00,S,0217,0218,2,0251,100.00,21,용봉IC-동광주IC,0,101
0251CZS130,1330.00,S,0216,0217,2,0251,100.00,20,서광주IC-용봉IC,0,101
0251CZS140,2250.00,S,0219,0216,2,0251,100.00,19,동림IC-서광주IC,0,101
0251CZS150,2390.00,S,0452,0219,2,0251,100.00,18,산월IC-동림IC,0,101
0251CZS160,1960.00,S,0220,0452,2,0251,100.00,17,광산IC-산월IC,0,101
0251CZS170,2000.00,S,0608,0220,2,0251,100.00,16,북광산IC-광산IC,0,101
0251CZS175,1220.00,S,0225,0608,2,0251,100.00,15,광주TG-북광산IC,0,101
0251CZS180,5480.00,S,0191,0225,2,0251,100.00,14,장성IC-광주TG,0,101
0251CZS190,5340.00,S,0375,0191,2,0251,100.00,13,장성JC-장성IC,0,101
0251CZS200,12060.00,S,0202,0375,2,0251,100.00,12,백양사IC-장성JC,0,101
0251CZS210,9190.00,S,0175,0202,2,0251,100.00,11,내장산IC-백양사IC,0,101
0251CZS220,8460.00,S,0181,0175,2,0251,100.00,10,정읍IC-내장산IC,0,101
0251CZS230,12840.00,S,0182,0181,2,0251,100.00,9,태인IC-정읍IC,0,101
0251CZS240,10550.00,S,0185,0182,2,0251,100.00,8,금산사IC-태인IC,0,101
0251CZS250,4700.00,S,0186,0185,2,0251,100.00,7,김제IC-금산사IC,0,101
0251CZS260,6600.00,S,0190,0186,2,0251,100.00,6,서전주IC-김제IC,0,101
0251CZS270,6040.00,S,0207,0190,2,0251,100.00,5,전주IC-서전주IC,0,101
0251CZS280,6030.00,S,0382,0207,2,0251,100.00,4,삼례IC-전주IC,0,101
0251CZS290,2330.00,S,0370,0382,2,0251,100.00,3,익산JC-삼례IC,0,101
0251CZS300,6000.00,S,0189,0370,2,0251,100.00,2,익산IC-익산JC,0,101
0251CZS310,10420.00,S,0170,0189,2,0251,100.00,1,논산JC-익산IC,0,101
0252CZE010,8400.00,E,0170,0087,2,0252,110.00,1,논산JC-연무IC,0,109
0252CZE020,8700.00,E,0087,0090,2,0252,110.00,2,연무IC-서논산IC,0,109
0252CZE030,8500.00,E,0090,0091,2,0252,110.00,3,서논산IC-탄천IC,0,109
0252CZE040,14500.00,E,0091,0093,2,0252,110.00,4,탄천IC-남공주IC,0,109
0252CZE050,7000.00,E,0093,0422,2,0252,110.00,5,남공주IC-공주JC,0,109
0252CZE060,2100.00,E,0422,0423,2,0252,110.00,6,공주JC-북공주JC,0,109
0252CZE070,14000.00,E,0423,0046,2,0252,110.00,7,북공주JC-정안IC,0,109
0252CZE080,12300.00,E,0046,0591,2,0252,110.00,8,정안IC-남풍세IC,0,109
0252CZE085,4100.00,E,0591,0048,2,0252,110.00,9,남풍세IC-남천안IC,0,109
0252CZE090,2500.00,E,0048,0050,2,0252,110.00,10,남천안IC-천안JC,0,109
0252CZS010,8400.00,S,0087,0170,2,0252,110.00,10,연무IC-논산JC,0,109
0252CZS020,8700.00,S,0090,0087,2,0252,110.00,9,서논산IC-연무IC,0,109
0252CZS030,8500.00,S,0091,0090,2,0252,110.00,8,탄천IC-서논산IC,0,109
0252CZS040,14500.00,S,0093,0091,2,0252,110.00,7,남공주IC-탄천IC,0,109
0252CZS050,7000.00,S,0422,0093,2,0252,110.00,6,공주JC-남공주IC,0,109
0252CZS060,2100.00,S,0423,0422,2,0252,110.00,5,북공주JC-공주JC,0,109
0252CZS070,14000.00,S,0046,0423,2,0252,110.00,4,정안IC-북공주JC,0,109
0252CZS080,12300.00,S,0048,0591,2,0252,110.00,3,남풍세IC-정안IC,0,109
0252CZS085,4100.00,S,0591,0046,2,0252,110.00,2,남천안IC-남풍세IC,0,109
0252CZS090,2500.00,S,0050,0048,2,0252,110.00,1,천안JC-남천안IC,0,109
0270CZE010,510.00,E,0546,0534,2,0270,100.00,1,순천완주선시점-동순천IC,0,101
0270CZE020,5120.00,E,0534,0535,2,0270,100.00,2,동순천IC-순천JC,0,101
0270CZE030,19420.00,E,0535,0536,2,0270,100.00,3,순천JC-황천IC,0,101
0270CZE040,12760.00,E,0536,0537,2,0270,100.00,4,황천IC-구례화엄사IC,0,101
0270CZE050,14780.00,E,0537,0538,2,0270,100.00,5,구례화엄사IC-서남원IC,0,101
0270CZE060,5680.00,E,0538,0539,2,0270,100.00,6,서남원IC-남원JC,0,101
0270CZE070,3820.00,E,0539,0540,2,0270,100.00,7,남원JC-북남원IC,0,101
0270CZE080,13680.00,E,0540,0541,2,0270,100.00,8,북남원IC-오수IC,0,101
0270CZE090,9810.00,E,0541,0542,2,0270,100.00,9,오수IC-임실IC,0,101
0270CZE100,17250.00,E,0542,0543,2,0270,100.00,10,임실IC-상관IC,0,101
0270CZE110,10420.00,E,0543,0544,2,0270,100.00,11,상관IC-동전주IC,0,101
0270CZE120,4530.00,E,0544,0545,2,0270,100.00,12,동전주IC-완주JC,0,101
0270CZE130,220.00,E,0545,0547,2,0270,100.00,13,완주JC-순천완주선종점,0,101
0270CZS010,510.00,S,0534,0546,2,0270,100.00,13,동순천IC-순천완주선시점,0,101
0270CZS020,5120.00,S,0535,0534,2,0270,100.00,12,순천JC-동순천IC,0,101
0270CZS030,19420.00,S,0536,0535,2,0270,100.00,11,황천IC-순천JC,0,101
0270CZS040,12760.00,S,0537,0536,2,0270,100.00,10,구례화엄사-황천IC,0,101
0270CZS050,14780.00,S,0538,0537,2,0270,100.00,9,서남원IC-구례화엄사IC,0,101
0270CZS060,5680.00,S,0539,0538,2,0270,100.00,8,남원JC-서남원IC,0,101
0270CZS070,3820.00,S,0540,0539,2,0270,100.00,7,북남원IC-남원JC,0,101
0270CZS080,13680.00,S,0541,0540,2,0270,100.00,6,오수IC-북남원IC,0,101
0270CZS090,9810.00,S,0542,0541,2,0270,100.00,5,임실IC-오수IC,0,101
0270CZS100,17250.00,S,0543,0542,2,0270,100.00,4,상관IC-임실IC,0,101
0270CZS110,10420.00,S,0544,0543,2,0270,100.00,3,동전주IC-상관IC,0,101
0270CZS120,4530.00,S,0545,0544,2,0270,100.00,2,완주JC-동전주IC,0,101
0270CZS130,220.00,S,0547,0545,2,0270,100.00,1,순천완주선종점-완주JC,0,101
0290CZE010,5480.00,E,0636,0637,3,0290,100.00,1,남구리IC-중랑IC,0,109
0290CZE020,7070.00,E,0637,0638,3,0290,100.00,2,중랑IC-남별내IC,0,109
0290CZE030,6310.00,E,0638,0639,3,0290,100.00,3,남별내IC-동의정부IC,0,109
0290CZE040,3310.00,E,0639,0640,3,0290,100.00,4,동의정부IC-민락IC,0,109
0290CZE050,5480.00,E,0640,0641,3,0290,100.00,5,민락IC-소흘IC,0,109
0290CZE060,2870.00,E,0641,0642,3,0290,100.00,6,소흘IC-소흘JC,0,109
0290CZE070,4310.00,E,0642,0643,2,0290,100.00,7,소흘JC-선단IC,0,109
0290CZE080,5470.00,E,0643,0644,2,0290,100.00,8,선단IC-포천IC,0,109
0290CZE090,4300.00,E,0644,0645,2,0290,100.00,9,포천IC-신북IC,0,109
0290CZS010,5480.00,S,0637,0636,3,0290,100.00,9,중랑IC-남구리IC,0,109
0290CZS020,7070.00,S,0638,0637,3,0290,100.00,8,남별내IC-중랑IC,0,109
0290CZS030,6310.00,S,0639,0638,3,0290,100.00,7,동의정부IC-남별내IC,0,109
0290CZS040,3310.00,S,0640,0639,3,0290,100.00,6,민락IC-동의정부IC,0,109
0290CZS050,5480.00,S,0641,0640,3,0290,100.00,5,소흘IC-민락IC,0,109
0290CZS060,2870.00,S,0642,0641,3,0290,100.00,4,소흘JC-소흘IC,0,109
0290CZS070,4310.00,S,0643,0642,2,0290,100.00,3,선단IC-소흘JC,0,109
0290CZS080,5470.00,S,0644,0643,2,0290,100.00,2,포천IC-선단IC,0,109
0290CZS090,4300.00,S,0645,0644,2,0290,100.00,1,신북IC-포천IC,0,109
0300CZE130,8100.00,E,0362,0363,2,0300,110.00,1,청주JC-문의IC,0,101
0300CZE140,10700.00,E,0363,0364,2,0300,110.00,2,문의IC-회인IC,0,101
0300CZE150,10800.00,E,0364,0365,2,0300,110.00,3,회인IC-보은IC,0,101
0300CZE160,6000.00,E,0365,0366,2,0300,110.00,4,보은IC-속리산IC,0,101
0300CZE170,16200.00,E,0366,0367,2,0300,110.00,5,속리산IC-화서IC,0,101
0300CZE180,19000.00,E,0367,0368,2,0300,110.00,6,화서IC-남상주IC,0,101
0300CZE190,9100.00,E,0368,0369,2,0300,110.00,7,남상주IC-낙동JC,0,101
0300CZE200,3350.00,E,0369,0610,2,0300,100.00,8,낙동JC-상주JC,0,101
0300CZE210,2010.00,E,0610,0611,2,0300,100.00,9,상주JC-동상주IC,0,101
0300CZE220,10890.00,E,0611,0612,2,0300,100.00,10,동상주IC-서의성IC,0,101
0300CZE230,20020.00,E,0612,0613,2,0300,100.00,11,서의성IC-안동JC,0,101
0300CZE240,6100.00,E,0613,0614,2,0300,100.00,12,안동JC-북의성IC,0,101
0300CZE250,19160.00,E,0614,0615,2,0300,100.00,13,북의성IC-동안동IC,0,101
0300CZE260,13150.00,E,0615,0616,2,0300,100.00,14,동안동IC-청송IC,0,101
0300CZE270,9670.00,E,0616,0617,2,0300,100.00,15,청송IC-영양IC,0,101
0300CZE280,26520.00,E,0617,0618,2,0300,100.00,16,동청송영양IC-영덕IC,0,101
0300CZE290,2040.00,E,0618,0619,2,0300,110.00,17,영덕IC-청주영덕선종점,0,101
0300CZS130,8100.00,S,0363,0362,2,0300,110.00,18,문의IC-청주JC,0,101
0300CZS140,10700.00,S,0364,0363,2,0300,110.00,17,회인IC-문의IC,0,101
0300CZS150,10800.00,S,0365,0364,2,0300,110.00,16,보은IC-회인IC,0,101
0300CZS160,6000.00,S,0366,0365,2,0300,110.00,15,속리산IC-보은IC,0,101
0300CZS170,7700.00,S,0677,0366,2,0300,110.00,14,구병산Hi-속리산IC,0,101
0300CZS175,8500.00,S,0367,0677,2,0300,80.00,13,화서IC-구병산Hi,0,101
0300CZS180,19000.00,S,0368,0367,2,0300,110.00,12,남상주IC-화서IC,0,101
0300CZS190,9100.00,S,0369,0368,2,0300,110.00,11,낙동JC-남상주IC,0,101
0300CZS200,3350.00,S,0610,0369,2,0300,100.00,10,상주JC-낙동JC,0,101
0300CZS210,2010.00,S,0611,0610,2,0300,100.00,9,동상주IC-상주JC,0,101
0300CZS220,10890.00,S,0612,0611,2,0300,100.00,8,서의성IC-동상주IC,0,101
0300CZS230,20020.00,S,0613,0612,2,0300,100.00,7,안동JC-서의성IC,0,101
0300CZS240,6100.00,S,0614,0613,2,0300,100.00,6,북의성IC-안동JC,0,101
0300CZS250,19160.00,S,0615,0614,2,0300,100.00,5,동안동IC-북의성IC,0,101
0300CZS260,13150.00,S,0616,0615,2,0300,100.00,4,청송IC-동안동IC,0,101
0300CZS270,9670.00,S,0617,0616,2,0300,100.00,3,영양IC-청송IC,0,101
0300CZS280,26520.00,S,0618,0617,2,0300,100.00,2,영덕IC-동청송영양IC,0,101
0300CZS290,2040.00,S,0619,0618,2,0300,110.00,1,청주영덕선종점-영덕IC,0,101
0301CZE010,4040.00,E,0053,0407,2,0301,110.00,1,당진JC-면천IC,0,101
0301CZE020,8660.00,E,0407,0408,2,0301,110.00,2,면천IC-고덕IC,0,101
0301CZE030,11680.00,E,0408,0409,2,0301,110.00,3,고덕IC-예산수덕IC,0,101
0301CZE040,12510.00,E,0409,0410,2,0301,110.00,4,예산수덕IC-신양IC,0,101
0301CZE050,10530.00,E,0410,0411,2,0301,110.00,5,신양IC-유구IC,0,101
0301CZE060,9140.00,E,0411,0472,2,0301,110.00,6,유구IC-마곡사IC,0,101
0301CZE070,3840.00,E,0472,0412,2,0301,110.00,7,마곡사IC-서공주JC,0,101
0301CZE080,2620.00,E,0412,0422,2,0301,110.00,8,서공주JC-공주JC,0,101
0301CZE090,2880.00,E,0422,0418,2,0301,110.00,9,공주JC-공주IC,0,101
0301CZE100,6990.00,E,0418,0419,2,0301,110.00,10,공주IC-서세종IC,0,101
0301CZE110,12560.00,E,0419,0420,2,0301,110.00,11,서세종IC-남세종IC,0,101
0301CZE120,6410.00,E,0420,0421,2,0301,110.00,12,남세종IC-유성JC,0,101
0301CZS010,4040.00,S,0407,0053,2,0301,110.00,12,면천IC-당진JC,0,101
0301CZS020,8660.00,S,0408,0407,2,0301,110.00,11,고덕IC-면천IC,0,101
0301CZS030,11680.00,S,0409,0408,2,0301,110.00,10,예산수덕IC-고덕IC,0,101
0301CZS040,12510.00,S,0410,0409,2,0301,110.00,9,신양IC-예산수덕IC,0,101
0301CZS050,10530.00,S,0411,0410,2,0301,110.00,8,유구IC-신양IC,0,101
0301CZS060,9140.00,S,0472,0411,2,0301,110.00,7,마곡사IC-유구IC,0,101
0301CZS070,3840.00,S,0412,0472,2,0301,110.00,6,서공주JC-마곡사IC,0,101
0301CZS080,2620.00,S,0422,0412,2,0301,110.00,5,공주JC-서공주JC,0,101
0301CZS090,2880.00,S,0418,0422,2,0301,110.00,4,공주IC-공주JC,0,101
0301CZS100,6990.00,S,0419,0418,2,0301,110.00,3,서세종IC-공주IC,0,101
0301CZS110,12560.00,S,0420,0419,2,0301,110.00,2,남세종IC-서세종IC,0,101
0301CZS120,6410.00,S,0421,0420,2,0301,110.00,1,유성JC-남세종IC,0,101
0320CZE010,6700.00,E,0673,0674,2,0320,100.00,1,옥산JC-서오창IC,0,109
0320CZE020,4800.00,E,0674,0675,2,0320,100.00,2,서오창IC-오창JC,0,109
0320CZS010,6700.00,S,0674,0673,2,0320,100.00,2,서오창IC-옥산JC,0,109
0320CZS020,4800.00,S,0675,0674,2,0320,100.00,1,오창JC-서오창IC,0,109
0330CZE010,2000.00,E,0505,0506,,3300,90.00,1,고잔TG-정왕IC,0,109
0330CZE020,1700.00,E,0506,0313,,3300,90.00,2,정왕IC-월곶JC,0,109
0330CZE030,4300.00,E,0313,0507,,3300,90.00,3,월곶JC-연성IC,0,109
0330CZE040,2750.00,E,0507,0508,,3300,90.00,4,연성IC-물왕TG,0,109
